Comp_Name,Job_Title,Location,Category_Name
Confidential Company,Senior Flutter Software Developer,"Cairo, Egypt",IT/Software Development
Confidential Company,Senior Flutter Software Developer,"Cairo, Egypt",Engineering - Telecom/Technology
PSH,Project Lead/ Scrum Master," 
Maadi, Cairo",IT/Software Development
PSH,Project Lead/ Scrum Master," 
Maadi, Cairo",Project/Program Management
PSH,Project Lead/ Scrum Master," 
Maadi, Cairo",Engineering - Telecom/Technology
El-Sewedy Electrometer,It Security & Network Engineer," 
6th of October, Giza",Installation/Maintenance/Repair
El-Sewedy Electrometer,It Security & Network Engineer," 
6th of October, Giza",IT/Software Development
El-Sewedy Electrometer,It Security & Network Engineer," 
6th of October, Giza",Engineering - Telecom/Technology
Zamil Steel Buildings Co,Technical Support Engineer - Giza," 
6th of October, Giza",Installation/Maintenance/Repair
Zamil Steel Buildings Co,Technical Support Engineer - Giza," 
6th of October, Giza",IT/Software Development
Zamil Steel Buildings Co,Technical Support Engineer - Giza," 
6th of October, Giza",Engineering - Telecom/Technology
Spark Systems,Talent Acquisition and HR Specialist," 
New Cairo, Cairo",Administration
Spark Systems,Talent Acquisition and HR Specialist," 
New Cairo, Cairo",Human Resources
Spark Systems,Talent Acquisition and HR Specialist," 
New Cairo, Cairo",IT/Software Development
Confidential Company,planning Manager,"Cairo, Egypt",Logistics/Supply Chain
Confidential Company,planning Manager,"Cairo, Egypt",Manufacturing/Production
LINK Development,Senior .Net Developer," 
Maadi, Cairo",IT/Software Development
LINK Development,Senior .Net Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
LoadServ,Laravel Developer," 
Heliopolis, Cairo",IT/Software Development
LINK Development,Senior BI Developer," 
Cairo, Egypt",IT/Software Development
LINK Development,Senior BI Developer," 
Cairo, Egypt",Engineering - Telecom/Technology
Lumin,Senior .NET Full Stack Developer (.NET Core & Angular)," 
Sheikh Zayed, Giza",IT/Software Development
Lumin,Senior .NET Full Stack Developer (.NET Core & Angular)," 
Sheikh Zayed, Giza",Engineering - Telecom/Technology
Samaya Electronics Egypt LTD,Embedded Hardware Engineer," 
Nasr City, Cairo",IT/Software Development
Samaya Electronics Egypt LTD,Embedded Hardware Engineer," 
Nasr City, Cairo",Engineering - Telecom/Technology
Samaya Electronics Egypt LTD,Embedded Hardware Engineer," 
Nasr City, Cairo",Engineering - Mechanical/Electrical
Samaya Electronics Egypt LTD,Embedded Software Engineer," 
Nasr City, Cairo",Engineering - Other
Dimofinf Operations Center,Product Owner," 
Nasr City, Cairo",IT/Software Development
Dimofinf Operations Center,Product Owner," 
Nasr City, Cairo",Project/Program Management
Dimofinf Operations Center,Product Owner," 
Nasr City, Cairo",Engineering - Telecom/Technology
Dimofinf Operations Center,Senior UX/UI Designer," 
Nasr City, Cairo",Creative/Design/Art
Dimofinf Operations Center,Senior UX/UI Designer," 
Nasr City, Cairo",IT/Software Development
Dimofinf Operations Center,Senior UX/UI Designer," 
Nasr City, Cairo",Engineering - Telecom/Technology
Zawaya,Sheet Metal design Engineer," 
10th of Ramadan City, Sharqia",Manufacturing/Production
Zawaya,Sheet Metal design Engineer," 
10th of Ramadan City, Sharqia",Engineering - Mechanical/Electrical
Afaqy,Technical Support Engineer," 
Maadi, Cairo",Installation/Maintenance/Repair
Afaqy,Technical Support Engineer," 
Maadi, Cairo",IT/Software Development
Afaqy,Technical Support Engineer," 
Maadi, Cairo",Engineering - Telecom/Technology
Softec Technologies,Software Application Support Engineer," 
Maadi, Cairo",Installation/Maintenance/Repair
Softec Technologies,Software Application Support Engineer," 
Maadi, Cairo",IT/Software Development
Softec Technologies,Software Application Support Engineer," 
Maadi, Cairo",Engineering - Telecom/Technology
LINK Development,Senior UX Designer," 
Maadi, Cairo",Creative/Design/Art
LINK Development,Senior UX Designer," 
Maadi, Cairo",IT/Software Development
LINK Development,Senior UX Designer," 
Maadi, Cairo",Engineering - Telecom/Technology
Sequel Solutions,Full Stack Developer - Remote," 
Cairo, Egypt",IT/Software Development
Pure Group,Full Stack Developer (Django & Angular)," 
Cairo, Egypt",IT/Software Development
2oolAmeme,Unity Game Developer," 
Cairo, Egypt",IT/Software Development
2oolAmeme,Unity Game Developer," 
Cairo, Egypt",Engineering - Telecom/Technology
2oolAmeme,Unity Game Developer," 
Cairo, Egypt",Engineering - Other
Mc Ledger,Senior PHP Developer," 
Dokki, Giza",IT/Software Development
Mc Ledger,Senior PHP Developer," 
Dokki, Giza",Engineering - Telecom/Technology
Sierra Engineering & Manufacturing,Accounting Manager," 
Cairo, Egypt",Accounting/Finance
Sierra Engineering & Manufacturing,Accounting Manager," 
Cairo, Egypt",Operations/Management
Ibn Sina Pharma,Software Support Senior Specialist ," 
New Cairo, Cairo",IT/Software Development
Dubai Egypt Sweden,online Real estate sales representative," 
Cairo, Egypt",Customer Service/Support
Dubai Egypt Sweden,online Real estate sales representative," 
Cairo, Egypt",IT/Software Development
Dubai Egypt Sweden,online Real estate sales representative," 
Cairo, Egypt",Sales/Retail
Rashideen Egypt for Trade,Technical Support Specialist - Tanta," 
Tanta, Gharbia",IT/Software Development
TA telecom,Sales Account Manager," 
Maadi, Cairo",IT/Software Development
TA telecom,Sales Account Manager," 
Maadi, Cairo",Sales/Retail
TA telecom,Sales Account Manager," 
Maadi, Cairo",Engineering - Telecom/Technology
Nahdet Misr Publishing Group,Game Developer," 
Mohandessin, Giza",IT/Software Development
Eg Insurtech,Senior Software Engineer," 
Maadi, Cairo",IT/Software Development
Eg Insurtech,Software Technical Team Leader," 
Cairo, Egypt",IT/Software Development
Union Coop,Senior Android Developer (on-site)," 
Dokki, Giza",IT/Software Development
AGG information technology,Flutter developer," 
Nasr City, Cairo",Creative/Design/Art
AGG information technology,Flutter developer," 
Nasr City, Cairo",IT/Software Development
AGG information technology,Flutter developer," 
Nasr City, Cairo",Engineering - Telecom/Technology
Al Ahly Medical Company,Application Support Specialist," 
Giza, Giza",Customer Service/Support
Al Ahly Medical Company,Application Support Specialist," 
Giza, Giza",IT/Software Development
Al Ahly Medical Company,Application Support Specialist," 
Giza, Giza",Engineering - Telecom/Technology
Algoriza,Drupal Developer," 
Giza, Egypt",IT/Software Development
Air Arabia,Java Support," 
Mohandessin, Giza",IT/Software Development
Air Arabia,Java Support," 
Mohandessin, Giza",Analyst/Research
Air Arabia,Java Support," 
Mohandessin, Giza",Engineering - Telecom/Technology
TensorGraph,Software Quality Control Engineer," 
Maadi, Cairo",IT/Software Development
TensorGraph,Software Quality Control Engineer," 
Maadi, Cairo",Quality
Glamera,Dot Net Developer," 
Nasr City, Cairo",IT/Software Development
Mantrac,IT Help Desk Specialist - 10th of Ramadan," 
10th of Ramadan City, Cairo",Installation/Maintenance/Repair
Mantrac,IT Help Desk Specialist - 10th of Ramadan," 
10th of Ramadan City, Cairo",IT/Software Development
Mantrac,IT Help Desk Specialist - 10th of Ramadan," 
10th of Ramadan City, Cairo",Engineering - Telecom/Technology
Sceel.io,Senior BPM Developer," 
Cairo, Egypt",IT/Software Development
Al Amin Technological Systems,Senior Android Developer," 
Heliopolis, Cairo",IT/Software Development
Al Amin Technological Systems,Senior Android Developer," 
Heliopolis, Cairo",Engineering - Telecom/Technology
3S Software,Umbraco Web Developer (Part-time)," 
Nasr City, Cairo",IT/Software Development
3S Software,Umbraco Web Developer (Part-time)," 
Nasr City, Cairo",Engineering - Telecom/Technology
Dataline technology company,Backend Developer," 
Cairo, Egypt",IT/Software Development
Confidential Company,Software Support Engineer,"Cairo, Egypt",IT/Software Development
Dataline technology company,Front End Developer," 
Alexandria, Egypt",IT/Software Development
Options,Junior Data Analyst," 
Mohandessin, Giza",IT/Software Development
Options,Junior Data Analyst," 
Mohandessin, Giza",Analyst/Research
Options,Junior Data Analyst," 
Mohandessin, Giza",Engineering - Telecom/Technology
Al Amin Technological Systems,Senior Full Stack Developer (.Net + Angular) Job Details," 
Heliopolis, Cairo",IT/Software Development
Al Amin Technological Systems,Senior Full Stack Developer (.Net + Angular) Job Details," 
Heliopolis, Cairo",Engineering - Telecom/Technology
Al Amin Technological Systems,Junior Full Stack Developer (.Net + Angular) Job Details," 
Heliopolis, Cairo",IT/Software Development
Al Amin Technological Systems,Junior Full Stack Developer (.Net + Angular) Job Details," 
Heliopolis, Cairo",Engineering - Telecom/Technology
Bevatel,Business System analyst," 
Dokki, Giza",IT/Software Development
Bevatel,Business System analyst," 
Dokki, Giza",Analyst/Research
Bevatel,Business System analyst," 
Dokki, Giza",Engineering - Telecom/Technology
Softxpert Incorporation,Mid Level - Web Developer," 
Alexandria, Egypt",IT/Software Development
Softxpert Incorporation,Senior IOS Developer," 
Alexandria, Egypt",IT/Software Development
Softxpert Incorporation,UI UX Designer," 
Alexandria, Egypt",IT/Software Development
INTERPAC,Executive Assistant to CEO," 
Heliopolis, Cairo",Administration
Confidential Company,Software Development Director,"Cairo, Egypt",IT/Software Development
Confidential Company,Software Development Director,"Cairo, Egypt",Engineering - Telecom/Technology
Kashier Payment Solutions,Call Center Team Lead," 
Zamalek, Cairo",Customer Service/Support
Kashier Payment Solutions,Call Center Team Lead," 
Zamalek, Cairo",IT/Software Development
Kashier Payment Solutions,Call Center Team Lead," 
Zamalek, Cairo",Operations/Management
e Aswaaq Misr,Senior Flutter Developer," 
Smart Village, Giza",IT/Software Development
Smartly,Senior Full Stack Developer - Spring Boot," 
Nasr City, Cairo",IT/Software Development
Delivery-tech,Customer Support & Sales Professional (French Speakers)," 
Alexandria, Egypt",Business Development
Delivery-tech,Customer Support & Sales Professional (French Speakers)," 
Alexandria, Egypt",Customer Service/Support
Delivery-tech,Customer Support & Sales Professional (French Speakers)," 
Alexandria, Egypt",Sales/Retail
Delivery-tech,"Customer Support &Sales Professional ""German Speakers"""," 
Alexandria, Egypt",Business Development
Delivery-tech,"Customer Support &Sales Professional ""German Speakers"""," 
Alexandria, Egypt",Customer Service/Support
Delivery-tech,"Customer Support &Sales Professional ""German Speakers"""," 
Alexandria, Egypt",Sales/Retail
Delivery-tech,Back-End Developer Remotely," 
Cairo, Egypt",IT/Software Development
Delivery-tech,Back-End Developer Remotely," 
Cairo, Egypt",Engineering - Telecom/Technology
Mimocodes,Senior Flutter Developer," 
Maadi, Cairo",Creative/Design/Art
Mimocodes,Senior Flutter Developer," 
Maadi, Cairo",IT/Software Development
Mimocodes,Senior Flutter Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
PICO,System Administrator," 
Zamalek, Cairo",IT/Software Development
Mimocodes,Senior React JS Developer," 
Maadi, Cairo",Creative/Design/Art
Mimocodes,Senior React JS Developer," 
Maadi, Cairo",IT/Software Development
Mimocodes,Senior React JS Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
PICO,IT Application Support Specialist," 
Zamalek, Cairo",IT/Software Development
Enegix,Full Stack Web Developer," 
Alexandria, Egypt",Creative/Design/Art
Enegix,Full Stack Web Developer," 
Alexandria, Egypt",IT/Software Development
Enegix,Full Stack Web Developer," 
Alexandria, Egypt",Engineering - Telecom/Technology
Algoriza,Senior Front End Developer ( React )," 
Giza, Egypt",IT/Software Development
Algoriza,Senior Front End Developer ( React )," 
Giza, Egypt",Engineering - Telecom/Technology
United Group For Engineering And Investment,HSE Engineer," 
New Capital, Cairo",Engineering - Construction/Civil/Architecture
United Group For Engineering And Investment,HSE Engineer," 
New Capital, Cairo",Engineering - Mechanical/Electrical
United Group For Engineering And Investment,HSE Engineer," 
New Capital, Cairo",Engineering - Other
Arabian Systems,Front End Team Lead," 
New Cairo, Cairo",IT/Software Development
Arabian Systems,Front End Team Lead," 
New Cairo, Cairo",Operations/Management
Arabian Systems,Front End Team Lead," 
New Cairo, Cairo",Engineering - Telecom/Technology
ERP-Bank,Senior odoo implementer," 
Sidi Gaber, Alexandria",Accounting/Finance
ERP-Bank,Senior odoo implementer," 
Sidi Gaber, Alexandria",IT/Software Development
ERP-Bank,Senior odoo implementer," 
Sidi Gaber, Alexandria",Engineering - Telecom/Technology
"Do Localize, Ltd.",Desktop Publishing / DTP Specialist - (Home-based)," 
6th of October, Giza",Creative/Design/Art
Mimocodes,Senior Full Stack Web Developer," 
Maadi, Cairo",IT/Software Development
Mimocodes,Senior Full Stack Web Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
Nile University,Department Coordinator (IT)," 
6th of October, Giza",Administration
Nile University,Department Coordinator (IT)," 
6th of October, Giza",IT/Software Development
Edentech,Senior Node JS Developer - onsite," 
Heliopolis, Cairo",IT/Software Development
A1Softech,Core banking technical support," 
Cairo, Egypt",Accounting/Finance
A1Softech,Core banking technical support," 
Cairo, Egypt",Banking
A1Softech,Core banking technical support," 
Cairo, Egypt",IT/Software Development
LINK Development,Android Specialist," 
Maadi, Cairo",IT/Software Development
LINK Development,Android Specialist," 
Maadi, Cairo",Engineering - Telecom/Technology
LINK Development,Senior Android Developer," 
Maadi, Cairo",IT/Software Development
LINK Development,Senior Android Developer," 
Maadi, Cairo",Engineering - Telecom/Technology
CompactSoft International,Software Sales Account Manager - ERB SYSTEMS," 
Nasr City, Cairo",Customer Service/Support
CompactSoft International,Software Sales Account Manager - ERB SYSTEMS," 
Nasr City, Cairo",IT/Software Development
CompactSoft International,Software Sales Account Manager - ERB SYSTEMS," 
Nasr City, Cairo",Sales/Retail
CompactSoft International,.Net Web Developer -," 
Nasr City, Cairo",IT/Software Development
